"","thumbName","daoName","platform","totalValueUSD","totalInUSD","totalOutUSD","totalNumMembers","totalNumProposals","totalNumVoters","votersParticipation"
"","RaidGuild.jpg","Raid Guild War Chest","2","55709.78617469404","544358.1991608257","481979.9869769278","94","188","31","32.97872340425532"
"","MarsDao.jpg","MarsDao","4","41027.31657211359","442585.22933113424","406786.402494828","78","219","11","14.102564102564102"
"","cadCAD.png","cadcad","4","37699.1847207179","55901.4661226542","18350.7355620552","5","4","1","20"
"","cyberdevs.png","Cyber Congress","4","34805.84955504455","34805.84955504455","0","75","16","7","9.333333333333334"
"","dimension-lab.jpeg","DimensionLab","4","33141.06769554509","16470.002672533043","0","1","1","0","0"
"","AragonOne.jpg","Aragon One","4","31055.618855841236","47526662.498969585","47495606.88011373","8","194","7","87.5"
"","primedao.jpg","Prime DAO","1","27873.76008865177","492666.2665120255","464799.17484938295","95","34","5","5.2631578947368425"
"","xdao.png","XDAO","2","27079.072837947886","27139.072837947886","60","11","6","1","9.090909090909092"
"","defi-omega.jpeg","Defi Omega","2","25694.699999999993","38597.4","12902.699999999995","37","42","1","2.7027027027027026"
"","lexdao.jpg","lexDAO","4","23659.662991595942","32055.776912793935","8441.771148426755","41","88","24","58.53658536585366"
"","metacartelventureschina.png","MetaCartel v2","2","23564.28756083611","2104438.7538757306","2080874.466314896","116","157","22","18.96551724137931"
"","arrayFinanceCCO.png","array.finance CCO","2","21355.287389779834","1147891.3209765155","1126536.0335867356","93","113","5","5.376344086021505"
"","rocketdao.jpg","Rocket LP DAO","2","21294.575363467313","974954.0034406001","953659.4280771328","21","29","6","28.571428571428573"
"","tyan.jpeg","TYAN Intergalactic","2","20922.409209377813","25174.179570873817","4251.770361496005","25","33","4","16"
"","1HiveLLC.png","1HiveLLC","4","20550.39378433289","1025324.5723791271","1004774.1785947941","18","108","2","11.11111111111111"
"","metagammadelta.jpg","Meta Gamma Delta (v2)","2","19640.101833382","31038.175292229957","11398.073458847957","56","71","17","30.357142857142858"
"","","Buyback CC1","2","17031.39933126697","106289.89599372627","89258.49666245929","14","16","3","21.428571428571427"
"","","Keytree","4","16671.401110769362","0.002666456855620551","0","2","5","2","100"
"","daohaus.png","DAOhaus Second Story CCO","2","16302.297746180577","3629042.382184497","3612740.084438317","351","384","4","1.1396011396011396"
"","Futhorcecosystem.jpg","Futhorcecosystem","4","16005.266348113277","10201.045976770918","0","6","20","6","100"
"","snglsDAO.jpg","snglsDAO","1","14961.103730289673","11626.890725687263","0","31","2","1","3.225806451612903"
"","status.png","Status","4","13569.407002775912","104897.83210143908","91328.42509866318","3","13","1","33.333333333333336"
"","marketingdao.jpg","Markeing DAO","2","12855.746604838305","80348.41628023944","67492.66967540115","11","10","2","18.181818181818183"
"","BurnSignal.jpg","Burn Signal","5","12837.883827793052","64637.5135863377","52119.547496336236","0","0","0",""
"","yearn.png","yEarn DAO ($YFI Community Funding)","2","12012.683988465655","89605.63306381521","77592.94907534956","12","20","6","50"
"","","Srt","4","11239.632038514723","16674.399236016652","5434.767197501927","3","3","2","66.66666666666667"
"","daohaus.png","DAOhaus Alchemist","2","10631.720976515555","30048.720976515557","19417","14","44","6","42.857142857142854"
"","daohaus.jpg","HausDAO","2","10140.916617267669","331077.99381978426","320937.0772025166","45","57","8","17.77777777777778"
"","Urza.png","Urza","2","10010.0735282465","20087.10407005986","10077.030541813363","5","4","1","20"
"","CuraDAO.jpg","Cura Dao","1","8276.556858985588","55873.10967754739","84343.64698499038","55","49","11","20"
"","BrightID.jpg","BrightID","4","7657.092939733659","1551599.792350414","1548998.3665895588","13","104","14","100"
"","arcadao.jpg","Arca","4","7034.34742196509","25124.957512259694","18090.610090294602","25","57","20","80"
"","","0x06Bdd90Cc7122D4531ab7CbB3C22D265Cb112ABD","4","6660.108532299309","222406.3634234767","215746.25489117738","0","10","6","100"
"","daohaus.png","ShillShop","2","5105.820976515557","5105.820976515557","0","5","6","3","60"
"","Arweavers.jpg","Arweavers","4","3505.155852304645","3505.155852304645","0","4","5","4","100"
"","Betacolony.jpg","Betacolony","5","3268.9620017206576","10014.731006584701","6769.108495896261","0","0","0",""
"","BrightID.jpg","brightiddev","4","3215.3276324536882","280798.1008854642","277582.7732530105","3","67","3","100"
"","RaidGuild.jpg","Raid Guild","2","2620.2317216528595","202210.18097193594","199589.94925028307","34","54","12","35.294117647058826"
"","apocalypsedao.jpg","ApocalypseDAO","1","2351.2234155004808","0","0","7","22","4","57.142857142857146"
"","CENNZnetDao.png","CENNZnet Grants DAO","1","2343.7385551583257","50434.10550314109","51424.57995258517","12","21","8","66.66666666666667"
"","metacartelventureschina.png","MetaCartel Ventures China","2","2123.588876099308","17277.313785249862","15153.724909150553","17","19","12","70.58823529411765"
"","HelpDAO.jpg","HelpDao","4","1771.899432789128","2002.9462013169402","264.3888985738361","3","5","1","33.333333333333336"
"","OrochiDao.jpg","Orochi DAO V2","2","1502.070159253764","4005.8924026338805","2503.8222433801166","9","11","2","22.22222222222222"
"","dorg.jpg","dOrg","1","1283.6019500360974","2544398.8989840774","3476200.0084504625","29","127","17","58.62068965517241"
"","","Creative Collabo DAO","2","892.7601808915496","1339.1402713373243","446.3800904457747","6","6","1","16.666666666666668"
"","MachiX.png","Machi X DAO","2","717.8958963438283","110757.28691821764","110039.3910218738","40","49","6","15"
"","GenesisAlpha.jpg","Genesis Alpha","1","561.7802088966667","789518.6567007104","4665238.672721601","266","387","128","48.1203007518797"
"","Estonia.png","Estonia","4","432.38747280662506","1180.3254005457443","751.6055620441817","5","7","1","20"
"","daohaus.png","HausRanger","2","402.72097651555566","51429.72097651556","51027","23","76","11","47.82608695652174"
"","metaclan.jpeg","MetaClan","2","251.51619071579975","4767.144253730914","4515.628063015116","65","88","8","12.307692307692308"
"","","MansaNetwork","4","239.72326434119523","7570.414126885698","7330.690862544503","5","20","2","40"
"","FestDAO.jpg","Fest Dao","1","235.8511225733896","247338.3200523346","252385.27573055436","39","86","15","38.46153846153846"
"","elimuai.jpg","Elimuai","4","113.09738251772745","23408.09092817884","24045.191471696653","4","28","3","75"
"","clr.fund.jpg","clr.fund","5","101.2262526095266","154115.75653767394","154014.5302850644","0","0","0",""
"","meloncouncil.png","Melon Council","4","66.68426009204819","66.68426009204819","0","15","78","12","80"
"","","6Ef0c0b0","4","17.86454188959866","1285256185.9134371","1285256168.0488954","5","138","5","100"
"","","DeoraTest","2","10.90700393299058","11.116351417309017","0.20934748431843725","7","16","4","57.142857142857146"
"","","4c4bf6a8","4","10.11604302752228","1068583203.536779","1068583193.4207356","6","133","6","100"
"","MetaCartelDAO.jpg","MetaCartel","2","2.521346658371527","5055165.579023498","5055163.057676839","105","146","41","39.04761904761905"
"","Daoversify.png","Daoversify","4","2.4862329994154737","2612.23263894279","2609.7464059433746","3","4","1","33.333333333333336"
"","barnbridgelaunch.jpg","BarnBridge Launch DAO","4","1.9999999999781506","288954295.82857823","288954293.82857823","18","49","13","72.22222222222223"
"","aragon.png","Aragon Association DAO","4","1.2782049512434956","16044270.078981763","16044268.800776813","4","71","2","50"
"","1UP.jpg","1UP","1","1.0426094979359977","15919.52045903854","16551.978320415063","14","40","4","28.571428571428573"
"","mstable.jpg","mStable","4","1.011601972320478","136697035.1203526","136697034.10875064","14","58","12","85.71428571428571"
"","metagammadelta.jpg","Meta Gamma Delta","2","0.29524201578799475","5203.561149179128","5203.26590716334","38","39","23","60.526315789473685"
"","mydaodashboard.jpg","MyDaoDashboard","4","0.29023893951504","41864.53107346425","41864.24083452473","6","30","4","66.66666666666667"
"","https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/gnosis.eth.png","GnosisDAO","12","0.2670935191514212","0.2670935191514212","0","11733","7","276","2.3523395551009973"
"","primedao.jpg","PrimeDAO Incubation","1","0.03321013714285732","227.50998027614457","466783379.69509816","80","123","42","52.5"
"","","f25f0531","4","0.01031171521413504","83500282.65533765","83500282.64502595","5","166","4","80"
"","","centrifugelabic01","4","2.9958755476400254e-11","329400","329400","19","12","12","63.1578947368421"
"","dhedge.jpg","Dhedge","4","9.094947017729282e-13","2638775.5157971806","2638775.5157971806","8","16","7","87.5"
"","daosquare.jpg","DAOSquare","2","0","0","0","16","31","5","31.25"
"","","Dandy","4","0","0","0","6","1","3","50"
"","","Valtech","4","0","0","0","1","4","1","100"
"","Collab19.png","Collab19","4","0","2035.9948136386697","2035.9948136386697","77","43","19","24.675324675324674"
"","stakeHause.png","STAKEhaus","2","0","0","0","25","34","8","32"
"","bancor.png","Bancor 0x3EcD508F87Ef27417474B0FDF8dd90A3b2B337C9","4","0","0","0","4693","0","0","0"
"","dxDAO.png","xDXdao","1","0","0","66.68426009204819","306","17","8","2.6143790849673203"
"","https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/mstable.png","mStable","12","0","838.6623299161677","838.6623299161677","0","61","1977","100"
"","https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/snapshots/spaces/eulerBeatsOG.png","EulerBeats OG DAO","12","0","0","0","0","5","233","100"
"","https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/indexed.png","Indexed","6","0","0","0","6133","13","262","4.271971302788195"
"","https://deepdao-uploads.s3.us-east-2.amazonaws.com/assets/dao/logo/ampleforth.png","Ampleforth","6","0","0","0","26857","0","0","0"
"","daohaus.png","Haus Magesmith","2","-8504.279023484441","188303.72097651556","196808","24","107","9","37.5"
"","lexdao.jpg","BerezkafLexDAO","4","-193412.2304584559","31223315.65390943","32111895.772132825","128","754","4","3.125"
